Name,RAJ2000,DEJ2000,Maj. Diam (arcmin),Bmag,Kmag,HRV (km/s),D (Mpc),Maj. Diam (kpc),inclination,BMag
IC4247,201.685,-30.3625,1.66,14.41,11.25,420,4.97,2.45,90,-14.3
ESO489-056,96.57083333,-26.26555556,0.72,15.7,13.09,492,4.99,1.09,72,-13.1
ESO115-021,39.4375,-61.34111111,7.24,13.34,9.97,515,4.99,9.95,90,-15.5
KDG218,196.4333333,-7.755555556,1.82,16.8,12.52,,5,2.73,51,-11.9
CGCG 189-050,199.2704167,37.9525,0.85,15.6,13.2,324,5.04,1.25,45,-13
ESO553-046,81.77375,-20.67805556,1.12,14.6,12,541,5.07,1.7,51,-14.1
KKSG19,156.1179167,-12.4325,0.69,16.79,14.17,628,5.11,1.09,34,-12.1
NGC1705,73.55708333,-53.36138889,2.24,12.77,10.52,628,5.11,3.31,48,-15.9
KK49,85.42291667,6.681666667,1.15,16.1,10.39,455,5.15,2.89,51,-14.9
LV J0956-0929,149.1566667,-9.486388889,0.93,15.89,13.28,627,5.18,1.48,49,-13
UGC07636,187.5041667,7.929444444,0.89,14.9,12.47,469,5.2,1.36,40,-13.8
NGC1311,50.03083333,-52.185,4.68,13.4,10.92,571,5.2,6.83,78,-15.3
ESO379-007,178.6791667,-33.55805556,0.93,16.6,13.6,644,5.22,1.5,49,-12.3
KK195,200.2841667,-31.52972222,0.71,17.1,14.5,572,5.22,1.11,78,-11.8
ESO215-009,164.3758333,-48.17888889,2,16.03,12.6,598,5.25,3.67,62,-13.5
UGCA365,204.1283333,-29.23638889,1.58,15.49,12.64,577,5.25,2.46,87,-13.3
NGC6503,267.365,70.14472222,7.08,10.86,7.3,51,5.27,10.72,73,-18.3
NGC0059,3.854583333,-21.44388889,2.29,12.97,10.1,361,5.3,3.52,90,-15.7
ESO381-018,191.1779167,-35.96666667,0.79,15.72,13.52,624,5.32,1.28,64,-13.2
SBS 1224+533,186.7191667,53.10527778,0.8,16.1,13.68,300,5.35,1.25,53,-12.6
UGC02773,53.02958333,47.79361111,1.2,15,9.77,216,5.4,3.16,47,-16.1
NGC4656,190.99,32.17027778,12.88,10.96,8,638,5.4,19,87,-18.2
KK165,192.2195833,31.97027778,0.72,17.5,13.34,,5.4,1.15,24,-11.2
DDO147,191.7491667,36.47638889,1.45,15.12,12.7,331,5.4,2.29,42,-13.6
AGC748778,1.643333333,15.51083333,0.32,18.9,16.29,258,5.4,0.53,70,-10
UGC07242,183.5308333,66.09222222,1.23,14.6,12.18,66,5.42,1.91,87,-14.2
NGC5068,199.7304167,-21.03916667,10,10.52,7.55,668,5.45,17.33,29,-18.6
ESO381-020,191.5016667,-33.83805556,2.82,14.44,12.11,589,5.45,4.57,90,-14.5
KK16,28.83583333,27.95416667,1.32,16.3,13.68,207,5.47,2.15,90,-12.7
NGC4605,190.00125,61.60805556,6.17,10.89,7.76,151,5.47,9.55,70,-18.1
A0554+07,89.40291667,7.491944444,0.72,18.4,13.72,428,5.5,1.94,90,-12.9
KDG215,193.91875,19.20916667,1.17,16.9,14.47,419,5.5,1.87,68,-11.9
IC3840,192.9420833,21.73527778,0.95,16.9,14.39,557,5.5,1.54,75,-12
ESO154-023,44.21,-54.57305556,8.32,12.71,9.81,574,5.55,12.72,83,-16.3
BTS76,179.68375,27.585,0.6,16.5,14.06,455,5.57,0.98,62,-12.3
KKH46,137.1525,5.292222222,0.6,17.05,14.52,598,5.6,1.02,34,-11.9
UGC05456,151.8320833,10.36222222,1.62,13.84,11.63,527,5.6,2.67,72,-15.1
UGCA281,186.5666667,48.49194444,1.05,15.14,12.51,279,5.68,1.73,47,-13.7
HIPASS J1526-51,231.5954167,-51.17527778,,19.5,14.64,605,5.68,,,-9.3
NGC5585,214.95125,56.73027778,5.89,11.2,9.5,303,5.7,9.74,51,-17.8
DDO043,112.0716667,40.77027778,1.41,15.12,13.07,353,5.73,2.45,53,-13.9
HIPASS J1351-47,207.8416667,-47,0.56,17.5,14.6,529,5.73,1.05,62,-11.9
HIPASS J1348-37,207.14125,-37.9675,0.47,17.6,14.9,582,5.75,0.83,41,-11.5
KK182,196.2620833,-40.08277778,0.91,16.33,13.47,617,5.78,1.65,62,-12.9
ESO443-009,193.7233333,-28.34083333,0.71,17.01,14.4,645,5.78,1.25,47,-12.1
NGC4490,187.6516667,41.64361111,6.31,9.76,7.35,586,5.8,10.55,62,-19.4
MAPS1231+42,187.7875,42.09416667,0.33,17.8,15.38,563,5.8,0.56,54,-11.1
NGC4485,187.63,41.7,2.34,12.32,10.58,480,5.8,3.98,46,-16.7
NGC4707,192.0954167,51.16472222,2.09,13.43,11.73,468,5.8,3.53,41,-15.5
ESO222-010,218.7625,-49.42166667,0.44,16.33,12.96,620,5.8,0.91,81,-13.6
UGC02905,59.2525,16.52444444,1,15.76,12.17,292,5.83,2.23,62,-14.4
ESO272-025,220.85625,-44.70527778,1.58,14.79,12.27,631,5.88,3.06,72,-14.8
KKR59,315.8508333,57.28722222,2.29,15.7,9.57,-3,5.89,8.87,53,-17
KKR56,312.1004167,58.61833333,0.71,17.6,12.38,-43,5.89,2.35,58,-14.4
KKR55,311.3366667,60.41111111,0.6,17,11.96,32,5.89,1.92,55,-14.8
NGC6946,308.7129167,60.15416667,14.79,9.61,5.37,51,5.89,34.68,32,-20.8
KK251,307.6333333,60.35361111,1.58,16.5,12.98,130,5.89,3.48,72,-13.6
UGC11583,307.56375,60.44027778,2.19,15.9,12.3,126,5.89,4.71,90,-14.3
KK252,307.8858333,60.81333333,0.89,16.7,12.57,138,5.89,2.33,9,-14.1
KKR60,316.4708333,57.20527778,0.71,18,11.47,-14,5.9,3.22,52,-15.4
ESO149-003,358.0116667,-52.5775,2.63,15.05,12.65,574,5.9,4.27,90,-13.9
LV J1217+3231,184.3833333,32.5325,0.66,18.2,15.8,447,5.93,1.13,60,-10.7
KK191,198.4154167,42.04416667,0.42,18.2,15.8,,6,0.74,18,-10.8
Cepheus1,312.7904167,56.89,3.02,15.4,9.05,33,6,12.32,61,-17.6
AGC174605,117.5904167,7.794444444,0.34,18,15.56,351,6,0.6,22,-11
KDG216,194.1041667,15.08583333,1.12,16.9,12.73,,6,1.99,37,-12.1
LV J0616-5745,94.03833333,-57.76527778,0.4,17.01,14.5,554,6,0.71,41,-12.1
HIPASS J1441-62,220.4279167,-62.76722222,0.3,20.5,12.93,672,6.02,1.79,57,-14.1
IC5052,313.0258333,-69.20388889,8.13,11.68,8.88,584,6.03,13.81,90,-18.1
IC1959,53.29916667,-50.41055556,4.07,13.2,11.04,640,6.05,6.84,79,-16
ESO121-020,93.97708333,-57.72638889,0.93,15.27,12.76,587,6.05,1.68,51,-13.8
LV J0944-2254,146.08375,-22.91611111,0.32,16.83,14.18,729,6.05,0.59,46,-12.4
ESO320-014,174.4725,-39.22055556,1.38,15.85,12.9,654,6.08,2.74,58,-13.7
LV J1243+4127,190.9820833,41.45694444,1.38,17.2,14.78,402,6.09,2.4,83,-11.8
AGC182595,132.8004167,27.88,0.36,17.2,14.68,398,6.1,0.66,64,-11.9
AGC174585,114.0429167,9.986388889,0.4,17.9,15.39,356,6.1,0.72,60,-11.2
KK144,186.36625,28.4825,1.12,16.5,14.07,480,6.15,1.98,81,-12.5
LV J0939-2507,144.8958333,-25.12638889,0.63,15.5,12.92,741,6.15,1.17,65,-13.7
LV J1158+1535,179.6683333,15.59277778,0.32,18.2,15.63,565,6.27,0.61,38,-11
KK138,185.4933333,28.24277778,0.42,18.7,16.27,,6.3,0.76,64,-10.4
And IV,10.62541667,40.57583333,1,17.18,14.54,237,6.31,1.93,45,-12.1
HIPASS J0801-21,120.3558333,-21.9975,0.48,17.2,13.97,730,6.34,1.06,67,-12.8
UGC02716,51.03,17.75416667,1.58,14.64,11.5,381,6.4,3.28,57,-15
ESO137-018,245.2470833,-60.4875,3.47,12.23,8.37,603,6.4,7.76,73,-18.1
Orion,86.25833333,5.068333333,3.09,15.4,10.9,368,6.46,11.17,62,-17
UGC02684,50.09875,17.295,1.95,16.29,13.46,350,6.49,4.07,72,-13.4
UGC08061,194.1808333,11.93111111,0.83,15.97,13.5,563,6.49,1.6,41,-13.2
ESO223-009,225.2854167,-48.2925,2.63,13.82,9.44,588,6.49,6.3,26,-16.4
CVnHI,185.1808333,46.20916667,,,,420,6.5,,,
HIPASS J1258-04,194.7066667,-4.888611111,0.85,15.26,12.81,1318,6.5,1.59,87,-13.9
ESO318-013,161.9245833,-38.85416667,1.78,14.97,12.07,718,6.5,3.34,90,-14.4
PGC170257,202.3375,-21.17916667,0.93,15.33,12.6,650,6.5,1.93,47,-14.2
AGC112521,25.28291667,27.32388889,0.6,17.8,15.2,274,6.52,1.18,67,-11.5
LV J1218+4655,184.54625,46.91694444,0.91,16.83,14.16,420,6.54,1.68,76,-12.3
UGC05209,146.2675,32.23833333,0.83,16.06,13.64,535,6.56,1.61,18,-13.1
KK151,187.5991667,42.90138889,1.12,15.8,13.38,436,6.56,2.1,87,-13.4
ESO199-007,44.51708333,-49.3825,1.07,16.44,14.01,630,6.56,2.01,90,-12.7
Arp211,189.33875,38.74527778,0.85,15.74,13.32,458,6.61,1.63,65,-13.4
NGC5023,198.0495833,44.03861111,7.24,12.85,9.74,407,6.61,12.97,90,-17.1
KUG 1202+286,181.3470833,28.36555556,0.89,15.2,13.16,529,6.69,1.73,56,-14
HIPASS J1133-32,173.2958333,-32.96194444,0.52,16.27,13.68,709,6.7,1.05,72,-13.1
HIPASS J1131-31,172.8966667,-31.67222222,1,17,14.38,715,6.7,2.04,62,-12.4
ESO006-001,124.8470833,-85.14555556,1.1,15.13,12.97,738,6.7,2.55,27,-14.8
NGC3621,169.5670833,-32.81166667,12.3,10.18,6.6,730,6.7,25.02,65,-19.8
ESO104-022,283.9216667,-64.81083333,1.48,15.63,12.95,797,6.7,3.07,55,-13.9
NGC7090,324.1191667,-54.55722222,10.23,11.33,8.16,850,6.7,19.03,89,-18.6
UGC00288,7.266666667,43.43166667,1.07,15.64,12.99,187,6.73,2.21,60,-13.8
LV J1205+2813,181.3925,28.23222222,0.69,16.7,14.02,534,6.74,1.37,38,-12.5
LV J1021+0054,155.4120833,0.9,0.42,17.5,14.94,701,6.78,0.86,49,-11.9
AGC238890,203.12625,25.12361111,0.83,16.6,14.2,360,6.8,1.64,59,-12.6
IC3718,191.1916667,12.35138889,2.57,14,11.91,849,6.8,4.98,74,-15.3
NGC3344,160.8758333,24.92361111,7.59,10.45,7.44,588,6.85,15.51,27,-18.9
DDO046,115.3575,40.1125,1.78,14.4,12.2,364,6.85,3.71,22,-15
UGC05288,147.8216667,7.827222222,1.45,14.62,11.49,557,6.85,2.92,60,-14.8
DDO127,187.11875,37.23333333,1.62,14.98,12.57,275,6.89,3.21,72,-14.3
KK152,188.35375,33.35138889,1.07,16.3,13.88,838,6.9,2.12,83,-13
UGC7678,188.0016667,39.83194444,1.78,14.5,12.48,679,6.9,3.53,70,-14.8
KK176,194.9845833,-19.41305556,1.48,16.5,14,825,6.9,3.01,64,-12.9
KKH40,116.735,51.29611111,0.66,16.6,14,445,6.98,1.4,50,-12.9
UGC05797,159.855,1.718611111,1.23,14.28,11.81,710,7,2.57,33,-15.1
ESO501-023,158.8466667,-24.75416667,3.47,13.2,10.34,1042,7,7.41,38,-16.3
UGC03476,97.62166667,33.30194444,1.48,15.98,12.7,469,7.01,3.59,90,-14.3
LV J1157+5638,179.4758333,56.63805556,0.48,17.1,14.68,416,7.03,0.99,40,-12.2
DDO120,185.3125,45.81138889,2.4,13.55,10.77,463,7.06,4.89,60,-15.8
LV J1000+3032,150.1520833,30.53611111,0.28,18.06,15.64,501,7.1,0.58,51,-11.3
KK78,147.5816667,31.45666667,0.41,17.68,15.25,539,7.1,0.84,62,-11.7
CGCG 262-028,116.88375,51.19138889,1,14.8,12.81,454,7.1,2.15,70,-14.8
ESO376-016,160.8629167,-37.0425,0.69,15.53,12.95,670,7.1,1.47,66,-14
UGC05427,151.1708333,29.36638889,1.38,14.89,12.2,498,7.11,2.87,49,-14.5
DDO064,147.5933333,31.4875,2.19,14.46,12.45,521,7.11,4.45,90,-14.9
LV J1952+1428,298.0491667,14.47333333,0.3,16.9,13.54,279,7.13,0.79,24,-13.5
UGC07639,187.4708333,47.53,2.14,14.13,11.73,385,7.14,4.38,68,-15.2
UGC03303,81.24791667,4.505,5.62,13.95,10.73,519,7.14,13.06,39,-16
UGC1561,31.02083333,24.20777778,2.34,14.51,11.83,606,7.2,5.28,34,-15.1
KK13,25.57,26.36777778,0.71,16.57,13.86,357,7.2,1.58,65,-13.1
KK15,26.67333333,26.80138889,0.59,18.22,15.54,366,7.2,1.28,90,-11.4
IC1727,26.87541667,27.33111111,6.92,12.07,8.97,336,7.2,14.97,70,-17.8
NGC0672,26.97166667,27.43361111,7.24,11.31,8.51,429,7.2,15.68,71,-18.8
KK14,26.17791667,27.28777778,0.79,17.47,14.84,420,7.2,1.71,90,-12.1
AGC732602,200.27,24.14333333,0.62,17.1,14.71,925,7.2,1.26,83,-12.2
NGC5474,211.25875,53.66305556,4.79,11.48,9.48,288,7.2,10.09,26,-17.9
KKH87,213.7891667,57.0875,1.12,16.1,13.7,320,7.2,2.28,90,-13.2
VCC1713,189.37125,4.751388889,0.58,15.86,13.42,1638,7.2,1.21,63,-13.5
HIPASS J0457-42,74.24458333,-42.80388889,1.41,14.46,12.06,657,7.2,2.88,70,-14.9
HIZSS012,112.5345833,-22.01694444,3.2,19,9,779,7.2,35.87,61,-18.6
HolmIV,208.6879167,53.90472222,4.07,13.76,11.04,140,7.21,8.25,74,-15.6
HIPASS J0705-20,106.4375,-20.99166667,,,,766,7.23,,,
UGC03600,103.9166667,39.095,1.91,16.18,13.22,398,7.24,4.19,70,-13.5
UGC03698,107.3283333,44.38,1.17,15.41,12.68,421,7.24,2.66,62,-14.3
NGC4144,182.4970833,46.45722222,6.17,12.05,9.39,265,7.24,12.37,82,-17.7
KDG101,184.7879167,47.08972222,1.29,15.75,13.33,132,7.24,2.7,63,-13.6
BTS151,190.8525,32.48222222,0.78,17.4,13.24,,7.3,1.65,64,-12
NGC4627,190.49875,32.57361111,1.82,13.01,8.85,542,7.3,3.89,59,-16.4
LV J1243+3232,190.9358333,32.53444444,0.35,19,14.84,,7.3,0.75,57,-10.4
LV J1241+3251,190.4470833,32.85777778,0.79,16.4,13.98,693,7.3,1.68,65,-13
NGC4861,194.7583333,34.86027778,3.63,12.9,10.46,842,7.3,7.48,90,-16.5
UGC09992,235.4491667,67.25416667,1.66,15.4,12.9,423,7.3,3.58,61,-14.1
UGC01056,22.19666667,16.68805556,1,14.81,12,595,7.3,2.24,54,-14.8
DDO161,195.82,-17.42305556,7.94,13.5,10.38,744,7.3,16.77,90,-16.4
UGCA319,195.56,-17.2375,1.26,15.08,12.07,755,7.3,2.84,53,-14.6
NGC4700,192.2816667,-11.41138889,4.07,12.63,10.49,1411,7.3,8.49,82,-17.1
LV J0935-1348,143.84,-13.81444444,0.42,16.6,14.08,796,7.3,0.91,47,-12.9
IC4870,294.4066667,-65.81194444,1.74,14.5,12.11,877,7.3,4.01,66,-15.3
NGC0628,24.17208333,15.78666667,11.22,9.79,6.85,657,7.31,25.4,20,-19.8
MCG +09-16-010,140.8208333,51.97305556,0.92,16.2,13.54,484,7.35,1.98,39,-13.2
NGC4600,190.0958333,3.117777778,1.62,13.7,9.81,852,7.35,3.49,53,-15.8
HIZSS014,114.0941667,-19.49444444,0.4,18.4,10.82,786,7.35,2.88,62,-16.7
CGCG 095-078,164.5091667,19.50527778,0.84,15.6,13.15,650,7.37,1.79,75,-13.9
LV J1207+3133,181.9583333,31.55222222,0.64,17.5,14.82,562,7.37,1.39,35,-11.9
NGC4631,190.5333333,32.54138889,16.6,9.75,6.47,583,7.38,33.69,86,-20.3
MESSIER101,210.8033333,54.35055556,30.2,8.31,5.51,240,7.38,65.2,22,-21.1
UGC01171,24.92333333,15.90305556,1.29,15.71,13.13,738,7.38,2.91,26,-13.9
NGC4248,184.4579167,47.40916667,3.31,13.14,10.59,484,7.4,7.01,66,-16.3
UGC09660,225.28875,44.69805556,1.2,14.35,11.74,608,7.4,2.56,74,-15.1
NGC2188,92.53958333,-34.10611111,4.68,12.14,9.5,745,7.4,9.82,78,-17.5
HIPASS J0607-34,91.83208333,-34.20444444,1.02,14.09,11.5,765,7.4,2.24,55,-15.5
VCC2037,191.56375,10.20333333,1.2,15.8,13.35,1142,7.4,2.57,78,-13.7
ESO483-013,63.17125,-23.15888889,1.58,14.06,10.84,898,7.4,3.49,68,-15.5
CGMW2-3473,126.30375,-28.14027778,0.78,15.22,11.93,837,7.4,2.04,64,-15.2
GBT 1355+5439,208.7108333,54.64722222,,,,210,7.41,,,
UGC03755,108.4658333,10.52194444,1.86,14.07,11.66,311,7.41,4.27,63,-15.7
KKH80,187.0225,22.29083333,0.85,16.8,14.37,602,7.43,1.85,53,-12.7
MAPS1206+31,181.64375,31.3425,0.71,15.8,13.12,568,7.43,1.56,22,-13.6
HIZSS008,111.3416667,-24.47527778,1.35,16.9,8.5,800,7.43,10.56,66,-18.8
LV J1342+4840,205.58375,48.6825,0.78,16.3,13.91,438,7.44,1.68,53,-13.1
DDO087,162.4020833,65.53055556,1.58,15.15,11.86,340,7.45,3.46,29,-14.3
KDG192,190.9375,53.95888889,1.07,16.6,14.2,443,7.45,2.31,59,-12.8
MCG +05-28-046,178.8479167,28.34,1.2,16.35,13.89,590,7.45,2.58,81,-13.1
NGC2787,139.8275,69.20333333,3.31,11.82,7.26,700,7.48,7.99,55,-18.5
LV J1203+4739,180.75,47.65416667,0.94,17.2,14.78,492,7.49,2.02,78,-12.3
VCC1675,189.1458333,8.054722222,1.41,14.8,12.1,1790,7.5,3.09,61,-14.7
ESO565-003,140.79125,-20.1675,0.72,15.53,12.93,829,7.52,1.65,55,-14.1
LV J1028+4240,157.1375,42.66888889,0.48,17.4,15.01,547,7.55,1.05,51,-12
UGC01104,23.17625,18.31583333,1.78,14.48,11.81,688,7.55,4.06,62,-15.2
LV J1203+3257,180.7954167,32.95611111,0.97,16.7,14.02,570,7.55,2.09,69,-12.8
ESO364-029,91.43916667,-33.08166667,3.55,13.67,10.27,787,7.59,8.06,51,-15.9
KDG105,185.4291667,37.98722222,0.83,16.7,14.28,567,7.6,1.83,63,-12.8
IC3583,189.18125,13.25944444,2.88,13.31,11.2,1120,7.6,6.47,70,-16.4
ESO347-017,351.73375,-37.34694444,1.91,14.69,11.78,691,7.6,4.1,72,-14.8
KK55,99.88708333,-40.72027778,0.71,16.05,13.4,824,7.65,1.66,58,-13.7
NGC5195,202.4945833,47.26805556,6.92,10.45,6.25,455,7.66,15.79,25,-19.2
KK70,133.8416667,33.55916667,0.5,17.7,13.48,,7.7,1.17,17,-11.9
KK69,133.21125,33.79777778,1.38,17.4,14.93,462,7.7,3.15,46,-12.2
NGC5477,211.3879167,54.46083333,2.04,14.19,11.79,312,7.7,4.57,46,-15.3
ESO409-015,1.3825,-28.09805556,1.2,15.15,12.74,726,7.7,2.65,78,-14.4
KKSG29,189.30875,-10.4975,1.41,16.54,14.08,756,7.7,3.14,83,-13
IC3023,182.5070833,14.36694444,1.1,15.35,12.85,817,7.7,2.51,51,-14.2
UGC04115,119.2575,14.39083333,1.91,15.23,12.13,343,7.73,4.29,66,-14.3
NGC2683,133.1704167,33.41722222,13.49,10.34,6.33,411,7.73,29.52,90,-20.4
DDO088,161.8429167,14.07027778,2.14,14.4,11.91,573,7.73,4.95,20,-15.2
MCG +08-25-028,204.1866667,44.59916667,0.95,15.9,13.49,480,7.74,2.13,70,-13.6
KK141,185.7195833,33.82861111,0.4,16.6,14.2,573,7.78,0.9,45,-12.9
NGC1156,44.92666667,25.2375,3.31,12.32,9.55,373,7.8,9.21,32,-18.1
LV J0300+2546,45.16375,25.78222222,0.35,18.1,14.5,308,7.8,1.05,33,-12.7
d1220+4649,185.2291667,46.82916667,0.25,19.4,15.23,,7.8,0.58,41,-10.1
KK136,185.1691667,47.00083333,0.47,17.5,13.33,,7.8,1.08,36,-12
d1219+4705,184.9033333,47.0925,0.29,18.6,14.4,,7.8,0.67,22,-11
LV J1217+4703,184.2920833,47.06361111,0.3,18.5,16.09,,7.8,0.69,46,-11
KK134,184.8908333,47.45166667,0.37,17,12.84,,7.8,0.86,24,-12.5
[KKH2011]S11,185.1254167,47.49027778,0.28,20.5,16.33,,7.8,0.65,31,-9
KK132,184.7770833,47.73083333,0.36,18.5,14.34,,7.8,0.83,37,-11
BTS132,185.9425,47.65888889,0.39,18.4,14.23,,7.8,0.89,60,-11.1
LV J1030+0607,157.6845833,6.127222222,0.71,16.8,14.35,640,7.8,1.61,62,-12.8
ESO496-010,132.275,-26.32,1.05,14.83,11.9,814,7.8,2.56,56,-15.1
MCG -04-31-038,197.4025,-27.14055556,1.02,15.09,10.8,684,7.8,2.45,55,-14.7
ESO238-005,335.6254167,-48.405,3.09,14.7,12.28,706,7.8,6.98,57,-14.8
NGC7713,354.0625,-37.93888889,6.76,11.49,9.19,692,7.8,15.03,68,-18.4
LV J2335-3713,353.7670833,-37.22055556,0.58,16.64,14.23,615,7.8,1.3,65,-12.9
IC5332,353.6145833,-36.10166667,8.32,11,8.7,701,7.8,19.05,30,-18.6
NGC4258,184.7395833,47.30388889,18.62,9.1,5.46,447,7.83,41.49,71,-21.2
KK246,300.9891667,-31.68166667,0.91,17.06,13.3,435,7.83,2.65,87,-13.7
MAPS1249+44,192.3791667,44.35916667,0.47,17.1,14.69,513,7.84,1.06,69,-12.4
NGC2337,107.5566667,44.45694444,2.75,13.48,10.34,433,7.87,6.77,47,-16.5
KDG010,25.9225,15.68972222,1.45,16.28,13.64,789,7.87,3.49,55,-13.5
KUG 0937+480,145.0816667,47.77722222,0.85,17,14.59,546,7.88,1.9,90,-12.6
UGC7751,188.7991667,41.06083333,1.21,16.5,14.05,605,7.9,2.73,90,-13.1
NGC4618,190.3866667,41.15083333,4.17,11.31,8.66,536,7.9,9.68,41,-18.3
NGC4625,190.4695833,41.27388889,1.66,13.03,9.75,606,7.9,3.84,39,-16.5
NGC4242,184.3758333,45.61944444,5.5,11.59,9.12,517,7.9,12.63,41,-18
UGC12588,351.1766667,41.34805556,1.86,14.11,10.89,425,7.9,4.87,35,-16.1
NGC7640,350.5275,40.84555556,10.47,11.61,8.6,369,7.9,24.98,90,-19.2
MCG -03-34-002,196.9858333,-16.68916667,1.23,14.79,12.55,959,7.9,2.99,59,-15.1
NGC3239,156.2704167,17.16361111,5.01,11.73,9,754,7.9,11.64,53,-18.1
VCC0841,186.4458333,14.95194444,1.1,15.5,13.04,499,7.9,2.51,74,-14.1
NGC4136,182.32375,29.9275,3.98,11.69,9.31,608,7.9,9.27,24,-17.9
HIPASS J0905-36,136.5,-36.06,0.5,17.4,13.38,886,7.93,1.69,47,-13.9
IC4710,277.1583333,-66.98222222,3.72,12.51,9.56,739,7.94,9.23,39,-17.4
ESO495-021,129.0633333,-26.40944444,2.09,12.45,9,868,7.96,5.31,45,-17.6
LV J1000+5022,150.10625,50.37916667,0.58,17.1,14.7,538,7.97,1.34,46,-12.5
NGC3274,158.07125,27.66861111,2.4,13.21,10.74,541,7.98,5.53,63,-16.7
PGC013294,53.98666667,-45.19138889,0.62,16.13,13.73,744,7.98,1.43,41,-13.4
NGC5229,203.5120833,47.91527778,3.39,14.33,11.67,359,8,7.39,90,-15.6
UGCA361,203.1508333,49.83027778,0.98,16.7,12.57,,8,2.24,63,-12.9
KDG229,208.4233333,60.05111111,0.85,16.5,14.1,,8,1.96,65,-13.1
DDO153,193.4895833,-12.10861111,2.54,14.59,12.03,821,8,5.93,90,-15.2
KKR08,214.8116667,3.123888889,0.56,18,13.76,,8,1.35,41,-11.7
NGC4204,183.81,20.65861111,4.47,12.9,10,861,8,10.65,36,-16.8
NGC1800,76.60708333,-31.95416667,2,13.13,10.21,814,8,4.59,67,-16.5
MRK0036,166.24375,29.13944444,0.68,15.61,14,646,8.02,1.59,58,-14
LV J1328+4937,202.13,49.62722222,0.45,17.3,14.91,395,8.02,1.03,67,-12.3
DDO194,218.8525,57.25666667,2.14,14.52,11.87,218,8.02,4.83,71,-15.1
KK65,115.63,16.56111111,1.12,15.34,12.53,281,8.02,2.64,66,-14.3
KUG 1218+387,185.22875,38.43027778,1.17,15.4,12.98,570,8.03,2.76,51,-14.2
NGC4288,185.15875,46.29166667,2.34,13.3,11.3,533,8.05,5.49,45,-16.4
DDO047,115.4791667,16.80055556,4.68,13.62,11,270,8.05,11.22,32,-16.1
KKH82,198.2445833,41.78666667,1.15,16.4,14,529,8.06,2.7,42,-13.2
KUG 1033+366B,159.0733333,36.42527778,0.6,17,14.58,620,8.1,1.4,69,-12.6
VCC1822,190.0433333,6.846944444,0.83,16.4,13.97,1008,8.1,1.95,69,-13.2
NGC4559,188.9904167,27.95972222,10.96,10.28,7.58,814,8.1,25.37,68,-19.8
DDO131,187.9941667,29.70972222,1.15,15.28,12.86,643,8.1,2.72,46,-14.3
NGC3037,147.85,-27.01111111,1.29,13.64,11.12,887,8.1,3.28,30,-16.3
NGC5398,210.3425,-33.06444444,3.55,12.78,10.34,1220,8.1,8.65,60,-17.1
DDO084,160.6745833,34.44888889,4.47,13.73,11.17,630,8.11,10.64,43,-15.9
KDG155,188.2833333,-0.533055556,1.2,16.4,13.96,750,8.11,2.86,48,-13.2
KUG 0821+321,126.2708333,32.0175,0.68,16.8,14.27,642,8.15,1.65,59,-13
